speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId,formatted_address,exoticCategory
kelgul,Kelp Gull,Larus dominicanus,L33206964,"Tessellated Pavement Tk, Eaglehawk Neck AU-TAS -43.01024, 147.92968",2024-06-12 15:55,4.0,-43.01024,147.929677,True,False,True,S180916592,"380 Pirates Bay Dr, Eaglehawk Neck TAS 7179, Australia",
pacgul1,Pacific Gull,Larus pacificus,L25939434,Pelican Point,2024-06-12 15:54,8.0,-41.321699,148.301945,True,False,True,S180915752,"242 C851, Stieglitz TAS 7216, Australia",
swahar1,Swamp Harrier,Circus approximans,L25939434,Pelican Point,2024-06-12 15:54,1.0,-41.321699,148.301945,True,False,True,S180915752,"242 C851, Stieglitz TAS 7216, Australia",
eurgol,European Goldfinch,Carduelis carduelis,L33209036,"206 Huon-Kiewa Rd, Tangambalanga AU-VIC -36.23752, 147.04805",2024-06-12 15:53,,-36.23752,147.048051,True,False,True,S180925991,"206 Huon-Kiewa Rd, Tangambalanga VIC 3691, Australia",N
resfly1,Restless Flycatcher,Myiagra inquieta,L5870759,Capertee National Park--Capertee Cottage,2024-06-12 15:52,1.0,-33.0224459,150.0344038,True,False,False,S180917946,"1046 Port Macquarie Rd, Bogee NSW 2849, Australia",
redthr1,Redthroat,Pyrrholaemus brunneus,L33211836,Around 5 km from Windorah on the Jundah Road,2024-06-12 15:50,2.0,-25.3044339,142.6620911,True,False,True,S180941026,5R64MMW6+6R,
boupar2,Bourke's Parrot,Neophema bourkii,L33211836,Around 5 km from Windorah on the Jundah Road,2024-06-12 15:50,1.0,-25.3044339,142.6620911,True,False,True,S180941026,5R64MMW6+6R,
halbab1,Hall's Babbler,Pomatostomus halli,L33211836,Around 5 km from Windorah on the Jundah Road,2024-06-12 15:50,10.0,-25.3044339,142.6620911,True,False,True,S180941026,5R64MMW6+6R,
banlap1,Banded Lapwing,Vanellus tricolor,L28252014,"Tuckers Road, Rushy Lagoon, Tasmania, AU (-40.861, 147.978)",2024-06-12 15:44,11.0,-40.8612718,147.978282,True,False,True,S180920022,"Tuckers Rd, Rushy Lagoon TAS 7264, Australia",
grecat1,Green Catbird,Ailuroedus crassirostris,L2558769,Lake MacDonald Noosa Botanical Gardens,2024-06-12 15:41,2.0,-26.3874,152.92972,True,False,False,S180918872,"Noosa Botanic Gardens, Lake MacDonald Dr, Lake MacDonald QLD 4563, Australia",
litlor1,Little Lorikeet,Parvipsitta pusilla,L26825655,"113 Dan Street, Karalee, Queensland, AU (-27.567, 152.806)",2024-06-12 15:40,3.0,-27.5665242,152.8058164,True,False,True,S180915758,"113 Dan St, Karalee QLD 4306, Australia",
whwfai1,White-winged Fairywren,Malurus leucopterus,L33206833,"Lookout Road, Port Augusta West, South Australia, AU (-32.463, 137.752)",2024-06-12 15:33,3.0,-32.4629915,137.7520513,True,False,True,S180915849,"Lookout Rd, Port Augusta West SA 5700, Australia",
inltho1,Inland Thornbill,Acanthiza apicalis,L2534850,Whiteman Park--Horse Swamp,2024-06-12 15:30,3.0,-31.84673,115.95962,True,False,False,S180927687,"5X35+8R Bennett Springs WA, Australia",
fushon1,Fuscous Honeyeater,Ptilotula fusca,L7963886,"KP--Lot 4, front section box-gum woodland",2024-06-12 15:30,4.0,-29.9853126,151.0761587,True,False,True,S180918578,"237G+VF Stanborough NSW, Australia",
splfai1,Splendid Fairywren,Malurus splendens,L2534850,Whiteman Park--Horse Swamp,2024-06-12 15:30,12.0,-31.84673,115.95962,True,False,False,S180927687,"5X35+8R Bennett Springs WA, Australia",
rosrob1,Rose Robin,Petroica rosea,L3007680,"Fred Finch Park, Berkeley",2024-06-12 15:25,1.0,-34.48472,150.83583,True,False,False,S180925939,"GR8P+48 Berkeley NSW, Australia",
varsit8,Varied Sittella,Daphoenositta chrysoptera,L33207496,"Alma Park, Uralla AU-NSW -30.63704, 151.50015",2024-06-12 15:23,3.0,-30.637038,151.50015,True,False,True,S180919151,"1 Thunderbolts Way, Uralla NSW 2358, Australia",
tastho1,Tasmanian Thornbill,Acanthiza ewingii,L33206389,"25–39 Aquaculture Rd, St Helens AU-TAS -41.31178, 148.27090",2024-06-12 15:23,1.0,-41.311783,148.2709,True,False,True,S180913718,"43 Aquaculture Dr, Saint Helens TAS 7216, Australia",
gubter2,Gull-billed Tern,Gelochelidon nilotica,L4488665,Boiler Point (Roebuck Bay),2024-06-12 15:20,8.0,-17.9797525,122.3585963,True,False,False,S180941250,5QJ429C5+3C,
renavo1,Red-necked Avocet,Recurvirostra novaehollandiae,L4488665,Boiler Point (Roebuck Bay),2024-06-12 15:20,7.0,-17.9797525,122.3585963,True,False,False,S180941250,5QJ429C5+3C,
pucfai2,Purple-crowned Fairywren,Malurus coronatus,L12099429,Buntine Hwy at Victoria River Bridge (Kalkarindji),2024-06-12 15:15,6.0,-17.447362,130.840058,True,False,False,S180941094,"10 Buntine Hwy, Kalkarindji NT 0852, Australia",
slbblc1,Carnaby's Black-Cockatoo,Zanda latirostris,L33208387,Yanchep Koala Boardwalk,2024-06-12 15:15,,-31.5451036,115.6842951,True,False,True,S180922607,"FM3M+XP Yanchep WA, Australia",
busrob1,Buff-sided Robin,Poecilodryas cerviniventris,L12099429,Buntine Hwy at Victoria River Bridge (Kalkarindji),2024-06-12 15:15,2.0,-17.447362,130.840058,True,False,False,S180941094,"10 Buntine Hwy, Kalkarindji NT 0852, Australia",
picmun1,Pictorella Munia,Heteromunia pectoralis,L12099429,Buntine Hwy at Victoria River Bridge (Kalkarindji),2024-06-12 15:15,3.0,-17.447362,130.840058,True,False,False,S180941094,"10 Buntine Hwy, Kalkarindji NT 0852, Australia",
brofal1,Brown Falcon,Falco berigora,L12099429,Buntine Hwy at Victoria River Bridge (Kalkarindji),2024-06-12 15:15,1.0,-17.447362,130.840058,True,False,False,S180941094,"10 Buntine Hwy, Kalkarindji NT 0852, Australia",
yebspo1,Yellow-billed Spoonbill,Platalea flavipes,L2554251,Eulo,2024-06-12 15:13,1.0,-28.15979,145.04425,True,False,False,S180931639,"20 Eulo St, Eulo QLD 4491, Australia",
sqtkit1,Square-tailed Kite,Lophoictinia isura,L28941293,"2-10 Morrisby Street, Upper Caboolture, Queensland, AU (-27.114, 152.894)",2024-06-12 15:09,1.0,-27.1135236,152.893903,True,False,True,S180913063,"2-10 Morrisby St, Upper Caboolture QLD 4510, Australia",
sosrob1,Southern Scrub-Robin,Drymodes brunneopygia,L2031551,Lincoln National Park,2024-06-12 15:05,3.0,-34.85212,135.88989,True,False,False,S180920602,"4VXQ+5X Lincoln National Park SA, Australia",
blbfai1,Blue-breasted Fairywren,Malurus pulcherrimus,L2031551,Lincoln National Park,2024-06-12 15:05,2.0,-34.85212,135.88989,True,False,False,S180920602,"4VXQ+5X Lincoln National Park SA, Australia",
brubro1,Brush Bronzewing,Phaps elegans,L2031551,Lincoln National Park,2024-06-12 15:05,3.0,-34.85212,135.88989,True,False,False,S180920602,"4VXQ+5X Lincoln National Park SA, Australia",
whiter2,Whiskered Tern,Chlidonias hybrida,L12530525,Hughenden Recreational Lake,2024-06-12 15:05,3.0,-20.8480508,144.2063198,True,False,False,S180913521,"5624+QG Hughenden QLD, Australia",
duswoo1,Dusky Woodswallow,Artamus cyanopterus,L2031551,Lincoln National Park,2024-06-12 15:05,12.0,-34.85212,135.88989,True,False,False,S180920602,"4VXQ+5X Lincoln National Park SA, Australia",
whbscr3,Spotted Scrubwren,Sericornis maculatus,L2031551,Lincoln National Park,2024-06-12 15:05,2.0,-34.85212,135.88989,True,False,False,S180920602,"4VXQ+5X Lincoln National Park SA, Australia",
gybrob1,Western Yellow Robin,Eopsaltria griseogularis,L2031551,Lincoln National Park,2024-06-12 15:05,2.0,-34.85212,135.88989,True,False,False,S180920602,"4VXQ+5X Lincoln National Park SA, Australia",
strher,Striated Heron,Butorides striata,L8213503,Kulki (Cape Tribulation) lookout,2024-06-12 15:05,2.0,-16.0766969,145.4717718,True,False,False,S180916992,"Kulki Rainforest Walk, Cape Tribulation Rd, Cape Tribulation QLD 4873, Australia",
pughon1,Purple-gaped Honeyeater,Lichenostomus cratitius,L2031551,Lincoln National Park,2024-06-12 15:05,1.0,-34.85212,135.88989,True,False,False,S180920602,"4VXQ+5X Lincoln National Park SA, Australia",
tasscr1,Tasmanian Scrubwren,Sericornis humilis,L33207691,"Cape Portland Road, Rushy Lagoon, Tasmania, AU (-40.835, 148.01)",2024-06-12 15:01,1.0,-40.8354186,148.0102701,True,False,True,S180919899,"C844, Rushy Lagoon TAS 7264, Australia",
rebfai1,Red-backed Fairywren,Malurus melanocephalus,L3108342,Bribie Island Sports Complex,2024-06-12 14:56,1.0,-27.0815191,153.1787038,True,False,False,S180925300,"W59H+9F Woorim QLD, Australia",
whimbr,Whimbrel,Numenius phaeopus,L7612442,Careening Bay,2024-06-12 14:54,1.0,-15.1051168,125.0092328,True,False,False,S180944047,5QP7V2V5+XM,
raipit1,Rainbow Pitta,Pitta iris,L7612442,Careening Bay,2024-06-12 14:54,1.0,-15.1051168,125.0092328,True,False,False,S180944047,5QP7V2V5+XM,
pahros1,Pale-headed Rosella,Platycercus adscitus,L2558987,Ferny Grove,2024-06-12 14:51,2.0,-27.40716,152.93822,True,False,False,S180912519,"50 Tramway St, Ferny Grove QLD 4055, Australia",
recplo1,Red-capped Plover,Anarhynchus ruficapillus,L2547544,Colchis Creek Mouth,2024-06-12 14:51,27.0,-41.32266,148.25641,True,False,False,S180913066,"3 C850, Saint Helens TAS 7216, Australia",
blfcor1,Black-faced Cormorant,Phalacrocorax fuscescens,L2547544,Colchis Creek Mouth,2024-06-12 14:51,1.0,-41.32266,148.25641,True,False,False,S180913066,"3 C850, Saint Helens TAS 7216, Australia",
whehon1,White-eared Honeyeater,Nesoptilotis leucotis,L2040933,Royal Botanic Gardens (Cranbourne),2024-06-12 14:48,5.0,-38.1321261,145.2763367,True,False,False,S180916922,"V79G+4G Cranbourne VIC, Australia",
wispet,Wilson's Storm-Petrel,Oceanites oceanicus,L3442562,Wader Spit (Roebuck Bay),2024-06-12 14:45,2.0,-17.979327,122.336533,True,False,False,S180941158,5QJ428CP+7J,
lecter2,Lesser Crested Tern,Thalasseus bengalensis,L3442562,Wader Spit (Roebuck Bay),2024-06-12 14:45,9.0,-17.979327,122.336533,True,False,False,S180941158,5QJ428CP+7J,
noipit1,Noisy Pitta,Pitta versicolor,L927997,Limeburners Creek National Park--Point Plomer,2024-06-12 14:44,1.0,-31.3152215,152.9715729,True,False,False,S180934064,"1412 Point Plomer Rd, Limeburners Creek NSW 2444, Australia",
brotre2,Brown Treecreeper,Climacteris picumnus,L19445329,"Caloona Boomi Road, Boomi, New South Wales, AU (-28.739, 149.441)",2024-06-12 14:42,1.0,-28.738921,149.440654,True,False,True,S180914491,"7C6R+C7 Boomi NSW, Australia",
pieduc1,Pink-eared Duck,Malacorhynchus membranaceus,L921850,Western Treatment Plant,2024-06-12 14:40,400.0,-37.9979192,144.5917504,True,False,False,S180913828,"2H2R+RP Cocoroc VIC, Australia",
rekdot1,Red-kneed Dotterel,Erythrogonys cinctus,L921850,Western Treatment Plant,2024-06-12 14:40,2.0,-37.9979192,144.5917504,True,False,False,S180913828,"2H2R+RP Cocoroc VIC, Australia",
weteag1,Wedge-tailed Eagle,Aquila audax,L33206589,"Boomi River Road, Boomi, New South Wales, AU (-28.713, 149.412)",2024-06-12 14:37,1.0,-28.7129465,149.4115286,True,False,True,S180914578,"Boomi River Rd, Boomi NSW 2405, Australia",
plhfin1,Plum-headed Finch,Aidemosyne modesta,L2561166,"Iningai Nature Park, Longreach",2024-06-12 14:29,16.0,-23.45406,144.2457,True,False,False,S180915706,5R86G6WW+97,
brakit1,Brahminy Kite,Haliastur indus,L33205846,"74 Queen Street, Iluka, New South Wales, AU (-29.412, 153.354)",2024-06-12 14:21,1.0,-29.4122587,153.3543381,True,False,True,S180911051,"74 Queen St, Iluka NSW 2466, Australia",
rebtre1,Red-browed Treecreeper,Climacteris erythrops,L2543102,Lake Kerferd,2024-06-12 14:18,4.0,-36.36725,146.74086,True,False,False,S180925437,"JPMR+48 Stanley VIC, Australia",
cresht1,Eastern Shrike-tit,Falcunculus frontatus,L2543102,Lake Kerferd,2024-06-12 14:18,2.0,-36.36725,146.74086,True,False,False,S180925437,"JPMR+48 Stanley VIC, Australia",
cursan,Curlew Sandpiper,Calidris ferruginea,L3812503,Cairns Esplanade--Southern End,2024-06-12 14:12,2.0,-16.9182596,145.7762807,True,False,False,S180915339,"775 Esplanade, Cairns City QLD 4870, Australia",
nutman,Scaly-breasted Munia,Lonchura punctulata,L3812503,Cairns Esplanade--Southern End,2024-06-12 14:12,1.0,-16.9182596,145.7762807,True,False,False,S180915339,"775 Esplanade, Cairns City QLD 4870, Australia",N
whhpig1,White-headed Pigeon,Columba leucomela,L21266515,Home2,2024-06-12 14:07,1.0,-26.536248,152.987483,True,False,True,S180918879,"23 Karnu Dr, Valdora QLD 4561, Australia",
broson1,Brown Songlark,Cincloramphus cruralis,L18473996,"6753, Newman AU-WA -23.32877, 119.73727",2024-06-12 14:04,1.0,-23.328765,119.737265,True,False,True,S180918365,5P8XMPCP+FW,
varfai5,Variegated Fairywren,Malurus lamberti,L21982170,Habitat Springs Bushland Reserve,2024-06-12 14:04,4.0,-27.666395,152.9301463,True,False,False,S180914761,"59 Heritage Cct, Springfield Lakes QLD 4300, Australia",
hobcuc1,Horsfield's Bronze-Cuckoo,Chrysococcyx basalis,L18473996,"6753, Newman AU-WA -23.32877, 119.73727",2024-06-12 14:04,1.0,-23.328765,119.737265,True,False,True,S180918365,5P8XMPCP+FW,
norgip1,Northern Giant-Petrel,Macronectes halli,L2541532,Cape Willoughby Lighthouse Reserve,2024-06-12 14:02,1.0,-35.84126,138.13273,True,False,False,S180914969,"545M+F3 Willoughby SA, Australia",
spewar3,Speckled Warbler,Pyrrholaemus sagittatus,L2541269,North Mulligans,2024-06-12 14:01,1.0,-35.14918,149.15812,True,False,False,S180915868,"V525+86 Bonner ACT, Australia",
broger1,Brown Gerygone,Gerygone mouki,L4000804,Nightcap National Park--Minyon Falls and picnic area,2024-06-12 14:01,1.0,-28.611942,153.390404,True,False,False,S180909777,"Minyon Platform Track, Whian Whian NSW 2480, Australia",
powowl1,Powerful Owl,Ninox strenua,L945869,Centennial Park (Sydney),2024-06-12 14:00,1.0,-33.8977058,151.2341452,True,False,False,S180919866,"2 Darley Rd, Centennial Park NSW 2021, Australia",
aussho1,Australasian Shoveler,Spatula rhynchotis,L2537369,Belmore Swamp at Seale Rd,2024-06-12 14:00,26.0,-31.109462,152.948699,True,False,False,S180916376,"VWRX+6F Belmore River NSW, Australia",
grygos1,Gray Goshawk,Accipiter novaehollandiae,L33205949,"Mullumbimby Road, power line",2024-06-12 14:00,1.0,-28.5724262,153.5320777,True,False,True,S180911717,"28 Mullumbimby Rd, Brunswick Heads NSW 2483, Australia",
musduc1,Musk Duck,Biziura lobata,L1032814,Alfred Cove Nature Reserve,2024-06-12 14:00,2.0,-32.0259058,115.8133221,True,False,False,S180916859,"XRF7+J8 Attadale WA, Australia",
colkin9,Torresian Kingfisher,Todiramphus sordidus,L989149,East Point,2024-06-12 13:59,1.0,-12.4097538,130.8227921,True,False,False,S180918630,"HRRF+34 East Point NT, Australia",
blafal1,Black Falcon,Falco subniger,L33205874,"4589 Stuart Hwy, Nitmiluk AU-NT (-14.1601,132.0122)",2024-06-12 13:59,1.0,-14.160108,132.012216,True,False,True,S180911194,5QQJR2Q6+XV,
chcbab2,Chestnut-crowned Babbler,Pomatostomus ruficeps,L3085675,Lake Bindegolly National Park--near highway bridge,2024-06-12 13:56,2.0,-28.0925,144.2019444,True,False,False,S180931541,5R36W642+XQ,
blahon1,Black Honeyeater,Sugomel nigrum,L3085675,Lake Bindegolly National Park--near highway bridge,2024-06-12 13:56,1.0,-28.0925,144.2019444,True,False,False,S180931541,5R36W642+XQ,
whbswa3,White-backed Swallow,Cheramoeca leucosterna,L3085675,Lake Bindegolly National Park--near highway bridge,2024-06-12 13:56,2.0,-28.0925,144.2019444,True,False,False,S180931541,5R36W642+XQ,
chiwed2,Chirruping Wedgebill,Psophodes cristatus,L3085675,Lake Bindegolly National Park--near highway bridge,2024-06-12 13:56,1.0,-28.0925,144.2019444,True,False,False,S180931541,5R36W642+XQ,
redkno,Red Knot,Calidris canutus,L2538202,Wader Beach (Roebuck Bay),2024-06-12 13:51,40.0,-17.977432,122.3333229,True,False,False,S180916765,5QJ428FM+28,
asidow1,Asian Dowitcher,Limnodromus semipalmatus,L2538202,Wader Beach (Roebuck Bay),2024-06-12 13:51,1.0,-17.977432,122.3333229,True,False,False,S180916765,5QJ428FM+28,
grekno,Great Knot,Calidris tenuirostris,L2538202,Wader Beach (Roebuck Bay),2024-06-12 13:51,500.0,-17.977432,122.3333229,True,False,False,S180916765,5QJ428FM+28,
beafir1,Beautiful Firetail,Stagonopleura bella,L25334694,"7264, Rushy Lagoon AU-TAS (-40.7892,147.9859)",2024-06-12 13:46,2.0,-40.789219,147.985889,True,False,True,S180913537,"6X6P+89 Rushy Lagoon TAS, Australia",
fatcuc1,Fan-tailed Cuckoo,Cacomantis flabelliformis,L26362279,Cockatiel Park (Greenbank),2024-06-12 13:45,2.0,-27.7336266,152.9067602,True,False,False,S180914616,"107 Bellbird Dr, Greenbank QLD 4124, Australia",
piemon1,Pied Monarch,Arses kaupi,L3594363,Mount Hypipamee National Park--picnic area,2024-06-12 13:45,1.0,-17.428377,145.4862205,True,False,False,S180931603,"HFCP+JF Upper Barron QLD, Australia",
leafly2,Leaden Flycatcher,Myiagra rubecula,L2533264,Baldwin Swamp Environment Park (Bundaberg),2024-06-12 13:33,2.0,-24.86527,152.36944,True,False,False,S180914534,"Baldwin Swamp Environment Park, Steindl St, Bundaberg East QLD 4670, Australia",
copgoo1,Cotton Pygmy-Goose,Nettapus coromandelianus,L2533264,Baldwin Swamp Environment Park (Bundaberg),2024-06-12 13:33,13.0,-24.86527,152.36944,True,False,False,S180914534,"Baldwin Swamp Environment Park, Steindl St, Bundaberg East QLD 4670, Australia",
wonpig1,Wonga Pigeon,Leucosarcia melanoleuca,L5050661,"143 Roach Rd. Lower Pappinbarra, NSW AU",2024-06-12 13:33,2.0,-31.430542,152.609915,True,False,True,S180909591,"HJ95+QX Lower Pappinbarra NSW, Australia",
yethon3,Yellow-tufted Honeyeater,Lichenostomus melanops,L33205222,"Aberdare State Forest, Kitchener AU-NSW -32.88619, 151.36746",2024-06-12 13:30,1.0,-32.886185,151.367462,True,False,True,S180908360,"493 Quorrobolong Rd, Kitchener NSW 2325, Australia",
reghon1,Regent Honeyeater,Anthochaera phrygia,L33205222,"Aberdare State Forest, Kitchener AU-NSW -32.88619, 151.36746",2024-06-12 13:30,3.0,-32.886185,151.367462,True,True,True,S180908360,"493 Quorrobolong Rd, Kitchener NSW 2325, Australia",
wesger1,Western Gerygone,Gerygone fusca,L923357,Herdsman Lake,2024-06-12 13:17,1.0,-31.926059,115.8070377,True,False,False,S180925577,"3RF4+HR Herdsman WA, Australia",
x00458,Mallard x Pacific Black Duck (hybrid),Anas platyrhynchos x superciliosa,L2548356,Rotary Centennial Park (Kingston Beach),2024-06-12 13:12,4.0,-42.97834,147.324,True,False,False,S180907661,"17 Balmoral Rd, Kingston Beach TAS 7050, Australia",N
whemon1,White-eared Monarch,Carterornis leucotis,L33206088,"Victoria Park Boardwalk, Dalwood AU-NSW (-28.9033,153.4109)",2024-06-12 13:07,1.0,-28.903348,153.410911,True,False,True,S180912280,"Victoria Park Nature Reserve, Victoria Park Ln, Dalwood NSW 2477, Australia",
emedov3,Pacific Emerald Dove,Chalcophaps longirostris,L33206088,"Victoria Park Boardwalk, Dalwood AU-NSW (-28.9033,153.4109)",2024-06-12 13:07,1.0,-28.903348,153.410911,True,False,True,S180912280,"Victoria Park Nature Reserve, Victoria Park Ln, Dalwood NSW 2477, Australia",
brbhon1,Brown-backed Honeyeater,Ramsayornis modestus,L981446,Cattana Wetlands,2024-06-12 13:06,1.0,-16.8305447,145.7031834,True,False,False,S180915494,"5P93+JC Crake Pond, Smithfield QLD 4878, Australia",
blabit1,Black Bittern,Ixobrychus flavicollis,L981446,Cattana Wetlands,2024-06-12 13:06,1.0,-16.8305447,145.7031834,True,False,False,S180915494,"5P93+JC Crake Pond, Smithfield QLD 4878, Australia",
bulalb2,Buller's Albatross,Thalassarche bulleri,L10122061,Petal Point,2024-06-12 13:03,1.0,-40.776888,147.9460824,True,False,False,S180913518,"6WFW+6C Cape Portland TAS, Australia",
bkbalb,Black-browed Albatross,Thalassarche melanophris,L10122061,Petal Point,2024-06-12 13:03,1.0,-40.776888,147.9460824,True,False,False,S180913518,"6WFW+6C Cape Portland TAS, Australia",
whcalb1,White-capped Albatross,Thalassarche cauta,L10122061,Petal Point,2024-06-12 13:03,5.0,-40.776888,147.9460824,True,False,False,S180913518,"6WFW+6C Cape Portland TAS, Australia",
puclor1,Purple-crowned Lorikeet,Parvipsitta porphyrocephala,L33207542,"3332, Lethbridge AU-VIC (-37.9541,144.0830)",2024-06-12 13:01,20.0,-37.954103,144.082974,True,False,True,S180919361,"23WM+95 Lethbridge VIC, Australia",
bkbkit1,Black-breasted Kite,Hamirostra melanosternon,L18183060,"Marble Bar Rd, Newman AU-WA -23.32646, 119.85285",2024-06-12 12:58,1.0,-23.326455,119.852848,True,False,True,S180913882,5P8XMVF3+C4,
sarcra1,Sarus Crane,Antigone antigone,L2539179,"Goose Lagoon, Normanton",2024-06-12 12:55,2.0,-17.64671,141.08934,True,False,False,S180909752,5RJ3933Q+8P,
maswoo1,Masked Woodswallow,Artamus personatus,L33210613,"Thargomindah Memorial Park, Thargomindah AU-QLD -27.99560, 143.82366",2024-06-12 12:51,12.0,-27.995601,143.823658,True,False,True,S180931460,"Thargomindah Memorial Park, 50 Dowling St, Thargomindah QLD 4492, Australia",
thbgra1,Western Grasswren,Amytornis textilis,L2394923,Whyalla Conservation Park,2024-06-12 12:47,3.0,-32.9445811,137.5398159,True,False,False,S180910212,"3G4Q+5W Whyalla Barson SA, Australia",
blhhon1,Black-headed Honeyeater,Melithreptus affinis,L1206912,Waterworks Reserve,2024-06-12 12:36,4.0,-42.9073428,147.2914052,True,False,False,S180909941,"Waterworks Reserve, Ridgeway Rd, Ridgeway TAS 7054, Australia",
stbhon2,Strong-billed Honeyeater,Melithreptus validirostris,L1206912,Waterworks Reserve,2024-06-12 12:36,1.0,-42.9073428,147.2914052,True,False,False,S180909941,"Waterworks Reserve, Ridgeway Rd, Ridgeway TAS 7054, Australia",
blecuc1,Black-eared Cuckoo,Chrysococcyx osculans,L33213549,"Great Northern Hwy, Daggar Hills AU-WA -27.81632, 117.92666",2024-06-12 12:31,1.0,-27.816323,117.926655,True,False,True,S180945089,5P4V5WMG+FM,
whfhon1,White-fronted Honeyeater,Purnella albifrons,L33213549,"Great Northern Hwy, Daggar Hills AU-WA -27.81632, 117.92666",2024-06-12 12:31,2.0,-27.816323,117.926655,True,False,True,S180945089,5P4V5WMG+FM,
wesbow1,Western Bowerbird,Chlamydera guttata,L33213549,"Great Northern Hwy, Daggar Hills AU-WA -27.81632, 117.92666",2024-06-12 12:31,1.0,-27.816323,117.926655,True,False,True,S180945089,5P4V5WMG+FM,
chiwed1,Chiming Wedgebill,Psophodes occidentalis,L33213549,"Great Northern Hwy, Daggar Hills AU-WA -27.81632, 117.92666",2024-06-12 12:31,2.0,-27.816323,117.926655,True,False,True,S180945089,5P4V5WMG+FM,
rensti,Red-necked Stint,Calidris ruficollis,L33204600,"AU (-24.964, 153.333)",2024-06-12 12:26,6.0,-24.9638639,153.3332765,True,False,True,S180905629,5R7M28PM+F8,
hooplo2,Hooded Plover,Charadrius cucullatus,L22993563,Scamander Beach,2024-06-12 12:26,6.0,-41.462311,148.264142,True,False,True,S180905055,"164 Scamander Ave, Scamander TAS 7215, Australia",
dobplo1,Double-banded Plover,Anarhynchus bicinctus,L28251990,"Cape Portland, Tasmania, AU (-40.763, 147.976)",2024-06-12 12:26,4.0,-40.7630163,147.9757906,True,False,True,S180917955,"6XPG+Q8 Cape Portland TAS, Australia",
souboo8,Southern Boobook,Ninox boobook,L2041733,Newport Lakes,2024-06-12 12:20,1.0,-37.8390723,144.8712158,True,False,False,S180931739,"2 Lakes Dr, Newport VIC 3015, Australia",
suplyr1,Superb Lyrebird,Menura novaehollandiae,L2551076,Yarra Ranges National Park--Mt Donna Buang,2024-06-12 12:16,2.0,-37.70772,145.67836,True,False,False,S180908300,"2 Rd 2, Warburton VIC 3799, Australia",
oltthr1,Bassian Thrush,Zoothera lunulata,L2531621,Wicks Reserve,2024-06-12 12:13,2.0,-37.85689,145.32079,True,False,False,S180914058,"40 Basin-Olinda Rd, The Basin VIC 3154, Australia",
whtger1,White-throated Gerygone,Gerygone olivacea,L1788977,Sandy Camp Road Wetlands,2024-06-12 12:12,2.0,-27.4349304,153.1473293,True,False,False,S180910131,"30 Haynes Rd, Lytton QLD 4178, Australia",
shbcuc1,Shining Bronze-Cuckoo,Chrysococcyx lucidus,L1788977,Sandy Camp Road Wetlands,2024-06-12 12:12,1.0,-27.4349304,153.1473293,True,False,False,S180910131,"30 Haynes Rd, Lytton QLD 4178, Australia",
bowsht1,Bower's Shrikethrush,Colluricincla boweri,L9920538,Malanda Falls Conservation Park--North Section,2024-06-12 12:09,1.0,-17.3537553,145.5850831,True,False,False,S180906588,"JHWP+F2 Malanda QLD, Australia",
recpar1,Red-capped Parrot,Purpureicephalus spurius,L4842007,Manning Lake,2024-06-12 12:05,1.0,-32.091424,115.770041,True,False,False,S180912533,"WQ5C+C2 Hamilton Hill WA, Australia",
toppig1,Topknot Pigeon,Lopholaimus antarcticus,L921536,Etty Bay,2024-06-12 11:59,8.0,-17.5573415,146.0894966,True,False,False,S180903354,"634 Etty Bay Rd, Etty Bay QLD 4858, Australia",
yephon1,Yellow-plumed Honeyeater,Ptilotula ornata,L2557158,Annuello Flora and Fauna Reserve,2024-06-12 11:48,4.0,-34.8949923,142.5610332,True,False,False,S180914128,"4H46+2C Kulwin VIC, Australia",
belmin1,Bell Miner,Manorina melanophrys,L2556452,Richmond Lowlands,2024-06-12 11:46,,-33.583542,150.7520719,True,False,False,S180911780,"CQ82+HR Richmond Lowlands NSW, Australia",
whnhon2,White-naped Honeyeater,Melithreptus lunatus,L2541984,Chiltern-Mt Pilot National Park--Honeyeater Picnic Ground,2024-06-12 11:40,5.0,-36.1591056,146.6416501,True,False,False,S180902173,"RJRR+9M Chiltern VIC, Australia",
rocpar1,Rock Parrot,Neophema petrophila,L6007152,Arno Bay Boardwalk and Bird Hide,2024-06-12 11:37,7.0,-33.9259309,136.5712488,True,False,False,S180920613,"3HFC+JF Arno Bay SA, Australia",
x00808,Crimson x Eastern Rosella (hybrid),Platycercus elegans x eximius,L33203111,Waramanga,2024-06-12 11:30,1.0,-35.3567579,149.0627427,True,True,True,S180900419,"44 Nemarang Cres, Waramanga ACT 2611, Australia",
brihon1,Bridled Honeyeater,Bolemoreus frenatus,L2295645,Daintree National Park--Marrdja Botanical Walk,2024-06-12 11:27,3.0,-16.1378839,145.4404838,True,False,False,S180909189,"Madja Boardwalk, LOT 10 Cape Tribulation Rd, Cape Tribulation QLD 4873, Australia",
vicrif1,Victoria's Riflebird,Ptiloris victoriae,L2295645,Daintree National Park--Marrdja Botanical Walk,2024-06-12 11:27,2.0,-16.1378839,145.4404838,True,False,False,S180909189,"Madja Boardwalk, LOT 10 Cape Tribulation Rd, Cape Tribulation QLD 4873, Australia",
